Fire_ID,Fire_Name,Year,NW_Cascadia,Fire_Regime,prp_forest,fire_area,log_fire_area,HS_area,HS_prop,HS_forest_area,HS_forest_prop,patch_area_mean,patch_area_AW_mean,patch_area_gt1_mean,patch_area_gt1_AW_mean,log_patch_area_AW_mean,log_patch_area_gt1_AW_mean,beta,psi,n_patches,n_patches_gte1,total_core,log_total_core,SDC,log_SDC
MT4643911179319880809,CANYON CREEK,1988,0,Low,0.8552858436387542,14514.224512152714,4.161793836647888,8643.96,0.5955509364459974,7814.79,0.5384228412242557,51.76023952095808,7479.15692932406,145.7801694915254,7516.484489101887,3.873852645781863,3.8760147655958814,2.0747466130877688,-0.05278111721767783,167,59,3936.78,3.5951521772662054,0.00210988154070876,-2.6757419274798964
CA4124512068419880810,LIGHTNING 97 (BISON),1988,0,Mixed,0.7537032224532224,1386.214043352145,3.1418302942509757,1017.63,0.7341074092274852,752.67,0.5429680961678127,50.8815,902.1442796497744,168.6,907.5186352313168,2.955275999675972,2.9578555517192084,NA,NA,20,6,443.7,2.6471872978959894,0.0018359332141172,-2.7361431212109837
ID4612911474719880811,FREEMAN TRAIL,1988,0,High,0.7818190115456578,7891.145892538672,3.897140072749574,3681.99,0.466597633618894,2417.04,0.3062977206245024,34.4111214953271,1305.327918897118,77.85765957446809,1313.4146469416364,3.115719626982954,3.118401855145165,1.6201351110399946,-0.01344527838861389,107,47,670.41,2.826405259312798,0.00370059138943671,-2.4317288660288363
ID4557911514619880813,LADDER,1988,0,Low,0.7162008181011442,17137.75641119402,4.233953965660945,2349.63,0.13710254385838228,1523.79,0.08891420577110623,10.778119266055043,431.38001110813184,24.397659574468086,441.9458299976453,2.6348600172928074,2.6453690404467354,1.448999415355411,0.03648318866572907,218,94,285.75,2.4561381965502913,0.00471784752983713,-2.3262560986391407
ID4624611454319880814,FOOTSTOOL,1988,0,Mixed,0.6313420336380766,5158.418743598816,3.71251659384162,3464.01,0.6715255531161674,2231.01,0.4324988161863565,47.45219178082192,2841.4547436930034,127.61,2856.741235796568,3.4535407433577263,3.4558709036815856,1.833112211860664,-0.04301359988404774,73,27,1352.52,3.131175804666599,0.00150276734712985,-2.8231082500708493
WY4509511033019880815,HELLROARING,1988,0,High,0.6667344973460052,31402.805700064862,4.496968452073873,12698.46,0.40437342195744536,9333.63,0.2972228051578436,25.24544731610338,1898.7641937998785,58.50920930232558,1916.7177271556536,3.278471033357176,3.2825581595316575,1.6656864163046898,-0.00785622284808858,503,215,3060.09,3.4857483916416774,0.00315809593746322,-2.500574681016128
MT4635311433619880817,TOTEM PEAK,1988,0,High,0.5414617602170595,2654.3214279171584,3.4239535130718397,1042.47,0.39274444648477425,516.87,0.19472773514305952,19.669245283018867,318.3991064491064,41.2524,321.8382328300899,2.502971840269253,2.507637634917892,0.6548624615103664,0.11509678306423496,53,25,132.48,2.122478014681511,0.00381096363271252,-2.418965195596144
WY4267511067219880820,CORRAL CREEK,1988,0,High,0.71117613474165,1259.739989957344,3.100280916086301,501.93,0.39843936367932226,427.95,0.33971295935004076,12.54825,83.18561054330286,19.076538461538465,84.17511703864997,1.920048208476914,1.92518372891168,0.7608795814933256,0.13189268976440496,40,26,52.2,1.7185016888672742,0.00529077795982996,-2.276480464293696
WY4369911057819880820,HUNTER,1988,0,High,0.5007707039095708,1927.0324689760796,3.284889032236329,162.09,0.08411378770702593,97.74,0.05072047387553035,2.843684210526316,12.419850083287065,6.66,13.674361179361178,1.0941163536188123,1.1359070466867325,0.5652878930261036,0.2736836195455314,57,22,0.45,-0.2596373105057561,0.0077980821559529,-2.1080121936557212
WY4408111047019880820,HUCK,1988,0,High,0.6147691465077858,49953.0893915906,4.698562352706744,19651.68,0.39340269519563054,13740.03,0.27505866338495333,22.105376827896514,1688.791497856672,48.39873134328358,1705.7454655589531,3.227576033869457,3.2319142254537216,1.6551528070575157,5.605952762028404e-4,889,402,4709.34,3.6729692681970376,0.00300805306779946,-2.5217145062289412
ID4598111475719880822,GARDINER,1988,0,High,0.9623931623931624,473.3682245109424,2.6751991019607946,158.85,0.3355738551401817,142.83,0.3017312793810019,15.885000000000002,100.50552407932012,22.44857142857143,101.59278350515464,2.0021899325150643,2.0068628595699485,NA,NA,10,7,6.66,0.829946695941636,0.0063537153029048,-2.1969722489277412
OR4254212333419880823,WALKER MTN,1988,0,Low,0.986005211852138,932.2528559669048,2.969533722501317,504.81,0.5414947208463375,494.64,0.5305856633573669,56.09,476.7086913888393,100.656,478.15644849785406,2.6782530700889953,2.6795700171197683,NA,NA,9,5,217.53,2.3377187620574484,0.00258474805810034,-2.587581782283456
OR4266312315519880823,PLEASNT CR,1988,0,Low,0.9588158051808524,754.9167540384367,2.877899063874201,569.34,0.754175870325183,555.66,0.736054666991413,94.89,559.8549731267785,189.54,560.5633333333335,2.748075540349211,2.748624686981539,NA,NA,6,3,301.86,2.4799494166994465,0.00172140194667413,-2.7641177102414196
ID4305411117819880823,TRAIL CREEK,1988,0,High,0.5915119363395226,3221.386798867171,3.5080428746266077,679.14,0.21082224594662943,524.7,0.16288016086255627,6.5935922330097085,207.8031062814736,16.73076923076923,216.26339586206893,2.3176520351885324,2.334983018189063,1.3910715923620218,0.05978997956112406,103,39,65.25,1.815245591916563,0.00536889910822892,-2.2701147571749902
ID4565911500219880824,LADDER CAMP,1988,0,Mixed,0.705723272289015,3060.3612689286906,3.48577269701791,1225.98,0.4005997633178669,659.7,0.21556278557627104,27.244,236.46025987373363,52.939565217391305,238.08178505432775,2.373758162546322,2.376726170066802,1.0932291500526123,0.04045587445422842,45,23,104.31,2.018742095762382,0.00490499037172373,-2.3093618407838
ID4565511495119880824,CAMP CREEK,1988,0,Mixed,0.823031415748674,1764.9323245835449,3.2467280572459876,328.68,0.1862281037192492,254.16,0.14400552160546545,9.667058823529413,67.48506571741511,18.799411764705884,69.38488031540412,1.8292076751403687,1.8412648434955037,1.2132343737840126,0.0540579506671232,34,17,52.83,1.7237018939912678,0.00445996927301206,-2.35066813335227
ID4519911475819880824,GOLDEN,1988,0,Low,0.636960036960037,19480.642841354376,4.289603284054225,8297.369999999999,0.4259289627951072,5608.53,0.28790271684946467,22.85776859504132,2490.0440047509032,52.943225806451615,2517.701237332748,3.39620702213655,3.40100419333502,1.4508232678979809,0.03196288532111404,363,155,2411.91,3.382379104021935,0.0024003309258302,-2.6197288793907
OR4295512197819880824,PROPHECY,1988,0,Low,0.5103018687110685,751.0346068878505,2.8756599492999744,369.54,0.4920412409906194,133.02,0.17711567320607297,28.426153846153845,253.8622065270336,52.379999999999995,255.8515316642121,2.404598050544964,2.4079880212351417,NA,NA,13,7,70.56,1.8491736330988269,0.00210941443642842,-2.675838086087092
WA4843511857519880825,S.17MILE1,1988,0,Mixed,0.8777029811787334,3273.644896821973,3.5150315682601727,1400.67,0.4278625337035666,1320.66,0.4034218864978562,22.232857142857146,712.9661035790015,44.70677419354839,720.552992402104,2.853068882757153,2.8576659261097763,1.634313118234206,-0.01074168609634768,63,31,533.07,2.7268657048809843,0.00262986605225183,-2.580066370996681
ID4648211475019880825,JAY WEST,1988,0,High,0.9855349344978166,659.7411106914669,2.819373547276093,275.85,0.41811855518732927,269.55,0.4085693549057263,21.21923076923077,159.25175530179447,45.21,161.93424684804248,2.202084227906491,2.2093387057285248,NA,NA,13,6,25.92,1.4153072922255674,0.00581407807210878,-2.2355191407702035
MT4643311337819880825,COMBINATION,1988,0,Low,0.7434504874957975,3475.5015564409873,3.5410174873366884,2139.39,0.6155629526435304,1708.29,0.4915233016754387,53.48475,1523.9178347566362,125.36470588235296,1529.7721038851353,3.1829615517320815,3.1846267370940433,1.599816956887814,-0.0288473438735749,40,17,952.92,2.979102014802541,0.00182504525156698,-2.73872636284466
MT4844011508919880825,DRY FORK,1988,0,High,0.9795277739866248,4614.651654754856,3.664138923102428,1721.52,0.37305524420812475,1684.17,0.3649614588491551,17.044752475247524,386.70350062735264,37.726,392.1275857498808,2.587378103534822,2.5934273955201523,1.4771326011670225,0.01013540780775246,101,45,388.98,2.5900389072034447,0.00411852526311172,-2.3852582657015753
OR4585811691019880825,TEEPEE BUTTE,1988,0,Low,0.5000280000149333,24104.992063347017,4.382106992826071,2853.09,0.11836095994150037,2200.59,0.09129187822244172,4.75515,101.27495504873664,10.415862068965517,106.25895318810834,2.0055020590924566,2.026365533135289,1.3944070012279215,0.07362883927611495,600,261,104.49,2.0194901629975077,0.007224523578952,-2.141190787167165
WA4855511850019880825,WHITE MOUNTAIN,1988,0,High,0.7765078266533678,8844.40121735736,3.946668435685512,4145.76,0.4687439995218492,3364.29,0.380386406871445,23.29078651685393,1465.4648028829454,56.98125,1480.8577867719648,3.1659753921383023,3.1705133533316396,1.6402407317521852,-0.00233208646712585,178,72,1316.97,3.1196088575782217,0.00265704669789748,-2.575600812747805
WA4841311866319880825,CODY RIDGE,1988,0,Low,0.5836570062742755,602.5128894242431,2.7799663421115484,126.27,0.2095722800563863,75.33,0.12502637092458685,11.479090909090909,118.1507555238774,61.695,120.8957330415755,2.07243650310594,2.082410972910397,NA,NA,11,2,26.91,1.4315245841874509,0.00323734587814371,-2.4898108980813443
ID4650911485619880826,OPUS 7,1988,0,Mixed,0.9024221453287196,520.8229846655897,2.716690142021672,124.11,0.23829593480727165,113.04,0.21704111248581087,8.865,52.47300217548949,13.54,53.43062038404727,1.7199359125107012,1.7277902168144652,NA,NA,14,9,4.86,0.6954816764901974,0.00685195010884073,-2.1641858079269083
CA4086712159919880829,BURNEY FIRE,1988,0,Low,0.9593317212574192,1228.5740267304302,3.0894013296658773,1028.52,0.8371656714387586,1020.87,0.830938940420882,342.84,1018.3056615330768,513.9449999999999,1018.9294011032308,3.00787815834653,3.0081440939441397,NA,NA,3,2,710.55,2.8516557603728048,0.00128824891461887,-2.8900002147704265
WA4881811849219880829,SHERMAN,1988,0,Mixed,0.810077519379845,790.8178473849267,2.898076462024191,198.45,0.25094274320721727,182.34,0.2305714275454976,11.025,67.574,15.14076923076923,68.12662551440329,1.8297796274718303,1.8333168777582909,1.3939394907898657,0.03459361890724617,18,13,37.08,1.5703093854358798,0.00440826231215461,-2.3557325708414325
CA4010012408619880904,SADDLE,1988,0,Mixed,0.9584259221849624,2228.0843211619153,3.347931622553028,386.01,0.17324748275177534,363.33,0.16306833477941643,5.938615384615385,65.26762648636047,12.851379310344829,67.57913305964743,1.8146978194890029,1.8298126161185717,0.9165879326421243,0.14235470902281497,65,29,10.89,1.0409976924234905,0.00791783156788762,-2.101393741017132
WA4764012036519880904,DINKELMAN,1988,0,Low,0.5822248128604737,14668.393338186872,4.166382547205779,5410.8,0.36887475507721945,4099.23,0.27946005438293603,17.342307692307692,1163.0339580838322,39.847164179104475,1178.5522269417477,3.065592395376015,3.07134883282558,1.3858346108452588,0.03616993339385947,312,134,1365.84,3.135431623034234,0.00317811019881456,-2.497831048001096
MT4604211426919880906,LITTLE ROCKCREEK,1988,0,Low,0.8045743600705392,1686.2468479603156,3.226921150869896,623.4300000000001,0.3697145532127168,479.07,0.28410431164303324,16.84945945945946,170.61090948462538,38.3175,173.4791221374046,2.2320067980946328,2.2392472158064125,1.3702215884534894,0.0049189936144062,37,16,84.15,1.9255699095433765,0.00476964148007587,-2.321514264372136
MT4878711426219880906,RED BENCH,1988,0,High,0.8395310785325176,13696.744637582382,4.136617358840242,5951.07,0.4344879135492465,5315.04,0.38805133195052105,22.88873076923077,1337.3221872873282,49.48033613445378,1351.603891232575,3.12623604997285,3.1308494334272168,1.4236632611286986,0.0233964894405904,260,119,1706.58,3.2321520991685544,0.00322989331158805,-2.490811822855841
WA4891911769919880906,UNNAMED,1988,0,Mixed,0.9601584342963654,772.5786265224809,2.887942689167663,338.85,0.4385961355483343,336.33,0.4353343316186256,42.35625,310.6722310756972,67.482,311.99528674313154,2.4923024362947115,2.4941480332591124,NA,NA,8,5,123.21,2.090998297753198,0.00300182489232316,-2.522614645375839
ID4554211520319880906,LADDER/HIDA PT.,1988,0,Mixed,0.9662502680677676,3358.502651206848,3.5261456954675388,670.86,0.1997497306601597,664.02,0.19771310877524256,13.4172,303.1092782398712,24.513333333333332,307.2236524340494,2.4815992304181185,2.4874546479680935,1.594440961722928,0.01070503497445531,50,27,114.66,2.0597905395739606,0.00477332915586579,-2.32117861682853
CA4161212400419880911,KLAMATH,1988,0,Low,0.9578858843317376,2780.870724499952,3.4441808001042595,1218.42,0.43814334455230486,1169.1,0.4204078922835307,23.431153846153848,909.222068252327,60.20100000000001,920.089402003289,2.9586699681922854,2.963830028335016,1.2434303205988806,0.0493052732900379,52,20,212.31,2.32717495893762,0.00455822156911464,-2.3412045681628624
OR4368512232319880912,SHADY BEACH,1988,0,Mixed,0.9897325494742072,1087.580268257932,3.0364613196726946,354.24,0.32571389012731516,352.8,0.3243898499235456,10.734545454545454,193.90426829268293,21.661875,198.1708621137367,2.2875873690351627,2.297039798718938,1.0136019374001657,0.11109591046345502,33,16,50.58,1.7048366062114038,0.00535167443033205,-2.2715103147863864
OR4366612238119880912,88771081,1988,0,Mixed,0.993077055383557,2093.677794573116,3.3209098469675773,363.96,0.17383763678604067,361.89,0.17284894597345932,5.777142857142857,58.15655786350147,9.997714285714284,60.46296296296296,1.764598693842624,1.7814894257881242,0.8333520457119092,0.18230208845322252,63,35,27.81,1.445759836488631,0.00717183508368301,-2.144369705594784
CA4018412304519880928,HERMIT,1988,0,Low,0.7329199745031002,3106.783892139426,3.492311044785221,1416.6,0.45596991911287593,1000.53,0.32204686091345885,33.72857142857143,494.33813977128335,67.07571428571428,497.1462047153536,2.6940241189641436,2.69648412829772,1.4205074099389323,-0.00471885379689209,42,21,377.19,2.5766752944605424,0.00296915676838884,-2.527366871501697
CA3928112277719881115,UNNAMED,1988,0,Low,0.7054086699771843,1340.4281081952245,3.127243526225373,289.17,0.21572958537056008,178.29,0.13300974435701196,9.328064516129032,51.53179271708683,17.724375000000002,52.53620755315772,1.7120752512054112,1.7204587190366003,0.38386844307318857,0.19339203407463168,31,16,18.72,1.2746196190912382,0.00585195983614358,-2.2326986632372723
WY4259410907119890704,ANNS,1989,0,High,0.7005935518683394,1334.734968258308,3.125395038547193,746.1,0.5589873778264638,444.51,0.3330324076097593,24.87,526.1599975874547,52.83642857142857,530.7002810560895,2.7211178268598757,2.7248493176295296,1.953968606698527,-0.07411149379626761,30,14,117.99,2.072213122603382,0.00383307876100165,-2.4164522568956657
OR4248312068419890707,SPRING SKYLINE,1989,0,Low,0.7383898153128923,501.1926849219933,2.70000472369243,192.24,0.3835650554834428,144.81,0.2889307931989042,24.03,75.56764044943819,47.7675,76.02795572303344,1.878335861865956,1.8809733131206872,NA,NA,8,4,14.76,1.1720188094245565,0.00502452831728214,-2.298904701831153
ID4390111576519890726,KING GULCH,1989,0,Low,0.6692384046201046,1994.493325217676,3.2998325872359904,414.72,0.2079325083500784,265.59,0.13316163891950547,5.76,48.880703125,11.432571428571428,50.64089068825911,1.6891374443930764,1.704501335587384,1.1621580106829092,0.09706362136798004,72,35,20.16,1.3066394410242617,0.0066873855882497,-2.174743635074172
ID4409211552419890726,SMOKEY CREEK,1989,0,Low,0.5681609350877111,19296.060329303247,4.285468648287718,3065.49,0.15886610777976823,1675.71,0.08684207923289114,6.09441351888668,158.28125686268754,14.622985074626866,165.05606467021863,2.1994294902063385,2.2176314862817317,1.1599384072080294,0.09314259968182131,503,201,117.27,2.069557104582695,0.00651303007865131,-2.186216916150787
ID4484911541919890726,RIORDAN CREEK,1989,0,High,0.838885903636038,1006.2417444923494,3.002702330308968,444.24,0.44148436738143854,333.54,0.33147104244643666,20.19272727272727,158.2073460291734,33.97846153846154,159.1079706601467,2.1992266451911417,2.201691936573112,1.077198096663561,0.04863678301307973,22,13,94.14,1.9742352774430263,0.00351701780076725,-2.45382543357233
ID4472811582819890726,NEEDLES SOUTH,1989,0,High,0.619957391244588,1309.2441410918914,3.1170206390966055,389.7,0.2976526590945793,182.79,0.13961490776468602,7.794,61.65665127020785,15.76125,63.50143468950749,1.7899799333914024,1.8027835374289471,1.4725317021652466,0.02237128834056632,50,24,6.39,0.8122446968003691,0.00761736750413324,-2.118195091122256
ID4475711573919890726,DOLLAR CREEK,1989,0,High,0.5829252150893448,4079.101046015378,3.6105644636361327,1299.51,0.31857754572405383,476.28,0.11676102029030357,13.679052631578948,817.0112798670269,26.71125,828.0728035939912,2.912228052554679,2.9180685213370143,1.359135099864361,0.08199360497857981,95,48,79.92,1.9031985470429784,0.00496140332567493,-2.304395466574953
ID4462411561619890726,BEAR CREEK,1989,0,High,0.7119964833759591,2252.7067428622877,3.3527046589913936,1048.59,0.4654800290017609,593.19,0.263323222998078,23.83159090909091,633.3784336108489,37.1925,637.7532616022814,2.8016632716609973,2.804652688359446,1.21219411722447,0.0641574654480145,44,28,165.69,2.219558331547224,0.00370651556236959,-2.4310341720869446
ID4468911558619890726,LUNCH CREEK,1989,0,High,0.6553084648493543,3012.2431851686074,3.478890030514542,1391.22,0.46185514066392613,787.68,0.26149283161409503,30.916,562.9211217492559,51.25333333333333,565.9204331425598,2.7504475444268635,2.75275537486987,1.59210466355314,-0.01329373910402919,45,27,204.75,2.311435968289161,0.00388006221937951,-2.4111613101489544
ID4455611570819890726,YELLOWJACKET III,1989,0,High,0.8528694521216063,553.4864980801173,2.7431070310307826,159.48000000000002,0.2881371100346431,140.13,0.2531769076320199,7.594285714285714,71.70582392776524,13.0125,73.22529682997119,1.855554430381526,1.864661140836494,2.438333006417281,-0.14158242024748235,21,12,9.45,0.9800033715837464,0.00608958742283395,-2.2154121303648706
ID4465011589619890726,EAGLE NEST,1989,0,High,0.9008754394430276,1305.9330574243795,3.11592091542579,275.04,0.2106080387783784,236.43,0.18104297050746077,7.433513513513514,40.25096858638744,11.25375,40.97849050316561,1.604776335552634,1.6125559565488317,1.4974931093839778,0.03515925427022461,37,24,7.11,0.857935264719429,0.00775867896206945,-2.110212217958727
ID4518411570919890726,WHANG DOODLE,1989,0,High,0.6933940625204797,2746.2611774671677,3.43874183753983,991.98,0.36121109242598953,698.85,0.254473247385938,13.971549295774649,391.5334621665759,33.532758620689656,399.3843748264693,2.5927688846909636,2.60139106990027,1.3528332620193728,0.02932174339779607,71,29,86.49,1.9374677396433777,0.00525764988264746,-2.279208337799246
ID4538311615519890726,PARTRIDGE,1989,0,Low,0.661217630433122,3534.2837419683992,3.548301412919615,646.47,0.18291400668355853,533.07,0.15082829758968638,6.53,135.59599470973131,17.827714285714286,140.46528342708783,2.1322468613514536,2.147568999834758,1.3396431593506757,0.05694371854513723,99,35,118.53,2.0741945304018183,0.00434206128809297,-2.362304050781937
ID4523011574819890726,STEAMBOAT,1989,0,High,0.8049786824370788,653.7437751340177,2.815407566597598,479.52,0.7334983800062925,372.87,0.5703610713900282,119.88,472.5415878378379,239.355,473.3404568527919,2.67444003628165,2.675173625611098,NA,NA,4,2,202.23,2.3060602815275995,0.0020081059543141,-2.697213376108709
ID4520611659219890726,CURREN,1989,0,High,0.7494897584611996,6124.678397740547,3.787083289158436,1797.39,0.2934668374853894,1373.67,0.22428442944967697,14.265,302.79582244254163,32.136545454545455,307.90454554712557,2.4811498790755007,2.488416100372708,1.487219976272809,0.01282516898577834,126,55,322.29,2.508381562251621,0.00404044811422491,-2.3935704658936685
OR4503711823919890726,TANNER GULCH,1989,0,Mixed,0.9392610514642876,1786.3887752797111,3.251975981195604,1246.95,0.6980283448124296,1171.71,0.6559098535628308,178.1357142857143,1143.5328350775894,249.228,1144.275795175502,3.058248639330418,3.0585307114214775,NA,NA,7,5,501.75,2.700573928485817,0.00256516255250249,-2.5908851087517726
OR4459011778619890726,DOOLEY MOUNTAIN,1989,0,Low,0.7991670522906063,7586.675770110068,3.8800515241245743,4436.01,0.5847106340667624,3473.55,0.4578487476273954,42.653942307692304,2507.868968126762,100.23136363636364,2522.5539341251374,3.3993048416060048,3.4018404605551433,1.711735272298026,-0.02253301174862468,104,44,1463.85,3.165526244007267,0.00254068925313576,-2.5950484494325727
ID4462911598619890726,EAGLE NEST,1989,0,Mixed,0.96529284164859,539.891324929832,2.732306349206058,22.86,0.04234185463708097,22.23,0.04117495313133465,3.81,5.9711811023622055,5.3775,6.298870292887029,0.7760602432741971,0.7992626653964815,NA,NA,6,4,0,-1,0.01259617711057263,-1.8997612415252032
ID4472811552619890727,HORN CREEK,1989,0,High,0.7885714285714286,1006.9015866299632,3.002987025198919,434.43,0.4314522946120386,308.88,0.30676284961850353,25.55470588235294,370.02132380360473,53.9775,372.2548186744477,2.568226752562643,2.570840328211126,NA,NA,17,8,61.47,1.7893691535914815,0.00440427844504933,-2.3561252320877157
ID4405511610319890727,FLEMING CREEK,1989,0,Low,0.7546469838080149,2328.247428680426,3.3670291319918175,134.19,0.05763562684403112,115.56,0.04963389997836081,2.6838,15.251046277665996,6.1695,16.53840262582057,1.1832996388978885,1.2184935605797176,1.385591759182088,0.10736154535059636,50,20,0.18,-0.5528419686577808,0.01178441651316593,-1.92869191601498
OR4432411847819890727,LITTLE BALDY MT,1989,0,Mixed,0.8871849549692611,3966.4137742838666,3.598398017613815,2564.01,0.646430288393936,2219.31,0.5595255881745961,54.55340425531915,2343.7070592158375,111.15391304347828,2350.5537752587484,3.3699033281154422,3.3711701912958048,2.0171995722371174,-0.06014914806681874,47,23,986.49,2.9941367091731235,0.00260033680120169,-2.584970397632904
OR4521411707919890727,CANAL,1989,0,Mixed,0.901382675884506,7525.364268450181,3.8765275269833457,4006.8,0.5324393420792086,3772.44,0.5012966635802362,31.303125,1793.1700188679245,53.861351351351345,1802.642028180463,3.253621469013144,3.255909492323536,1.4007989842763444,0.02650665968346788,128,74,827.01,2.9175632716035347,0.00413495626468682,-2.3835290796073543
ID4538311527919890728,GAME CREEK,1989,0,High,0.934981618972104,1247.0713795111517,3.0958913122119993,553.86,0.4441285471703405,517.14,0.41468356061761064,19.78071428571429,235.9554013649659,60.75,239.01720000000003,2.3728299234299746,2.37842915448919,NA,NA,28,9,139.77,2.1457245748806684,0.00370430869770888,-2.431292828651761
OR4547611667419890728,SUMMIT/STRIP,1989,0,Mixed,0.9292983515623252,4021.555065767544,3.604394019723941,2366.64,0.588488771456946,2304.54,0.5730469836449104,87.65333333333334,937.9026087617888,337.03714285714284,940.8348615243764,2.972157743844645,2.973513401299201,NA,NA,27,7,809.46,2.9082490417283884,0.0031540076155533,-2.5011372623740207
OR4434811827719890728,MONUMENT ROCK,1989,0,Low,0.7762826396890807,4609.162594745445,3.6636220287483465,2401.02,0.5209232589748992,1877.13,0.4072605297413402,37.5159375,932.5878873978558,82.31586206896552,937.9990763082492,2.9696897704682113,2.9722024107090985,1.8218539471534991,-0.04777321723227446,64,29,669.24,2.8256467793740274,0.00304601473612819,-2.516267999948211
ID4552311499419900707,SABE CREEK,1990,0,Low,0.6161021984551396,1513.456738221981,3.1799700112721103,248.13,0.16394918581650694,163.26,0.10787226081651922,7.297941176470589,158.33383025027203,21.845454545454547,163.4751235955056,2.1995737179027564,2.2134516743836365,1.4028095796037725,0.03874161346352854,34,11,31.32,1.4972061807039545,0.00453490371335622,-2.34343192959661
OR4423611858019900713,CORRAL BASIN,1990,0,Mixed,0.6928572710790385,5016.359200198893,3.700388626921333,3144.06,0.6267613371616892,1950.39,0.3888058893236093,68.34913043478261,2887.606311329937,149.27142857142857,2896.2270387596895,3.460537982363068,3.4618326037321734,1.6294029547974938,-0.01164902959844097,46,21,855.18,2.932108316538425,0.00254948123617339,-2.5935481800316103
MT4621111388819900714,GIRD POINT,1990,0,High,0.786033862619528,1025.9048648732796,3.0111070892590166,757.62,0.7384895285525152,548.28,0.5344355200691283,126.27,744.3829864575908,252.27,745.1793756689261,2.8717964383813177,2.8722608264212943,NA,NA,6,3,214.38,2.331386800974823,0.00262242364841478,-2.581297147387923
WA4803812108719900714,WHITE RIVER,1990,0,High,0.699443413729128,533.81949978197,2.7273944339944474,196.56,0.3682143497573277,124.83,0.23384308750614172,8.19,55.85035714285714,23.7825,57.680293282876065,1.7470259546168236,1.7610274599431843,NA,NA,24,8,3.6,0.568201724066995,0.00787164573675351,-2.1039344595506924
OR4366312134419900805,FINLEY BUTTE,1990,0,Low,0.8847305389221557,541.1241592670483,2.7332969240677545,363.42,0.671601875052579,312.84,0.5781297963553156,51.917142857142856,323.4335661218425,90.495,324.71740427647933,2.509785089240865,2.511505566663173,NA,NA,7,4,105.75,2.0246908623554307,0.00319850145526232,-2.495053447349967
OR4423611846619900806,SHEEP MOUNTAIN,1990,0,Mixed,0.6985691715436481,4044.039916000369,3.606815433569099,2466.9,0.6100088157487353,1602.27,0.39620528809831207,72.55588235294117,2230.4106610726008,129.4815789473684,2236.5286544722885,3.348384832293963,3.3495744667382654,1.995823897822945,-0.06633318922435491,34,19,678.42,2.831562653413036,0.00267814420125782,-2.5721660426621273
OR4383111954619900806,SQUAW FLAT,1990,0,Low,0.7145478812145479,540.0785621155617,2.7324569387333404,198.9,0.36827975400630875,84.24,0.15597730757914252,11.05,103.4203438914027,19.53,105.31600921658986,2.0146059775463803,2.022494393844104,2.137528715375222,-0.10874778696753046,18,10,2.34,0.3873898263387294,0.00726664380306752,-2.1386661275669705
CA4016312416319900807,KINGS,1990,0,Low,0.8891071603968176,917.0299905753076,2.962383539081561,203.94,0.2223918542424728,192.51,0.209927703541328,12.74625,73.70642541924096,24.98625,75.18590274651056,1.8675053494938356,1.87613641860585,NA,NA,16,8,3.15,0.5118833609788743,0.00757914180812682,-2.120379967071791
CA4028412415619900808,MATTOLE,1990,0,Mixed,0.7285848092643051,2112.201693114686,3.3247353864112297,6.57,0.00311049840619707,4.05,0.00191743052436806,0.657,1.2686301369863011,1.755,1.8946153846153848,0.1033350240813018,0.27752105953226647,NA,NA,10,2,0,-1,0.02176000227431534,-1.6623410635821965
CA4033012412319900808,RAINBOW,1990,0,Mixed,0.7298740634465168,1129.500779559552,3.0528865349981213,141.12,0.12494015281249266,136.44,0.12079672937738446,4.41,23.361543367346936,11.0775,24.766574136763705,1.3685015308111297,1.3938659364850043,0.5036150247302835,0.21348301407146927,32,12,3.96,0.608526033577194,0.00807714801041303,-2.0927419587781135
CA4035512379119900808,PEAKS,1990,0,Low,0.9274971075973776,701.6364840939716,2.846112163637242,78.48,0.11185279240622986,64.08,0.09132934425829776,3.0184615384615383,19.69100917431193,5.187857142857143,21.22918215613383,1.2942679745232757,1.326933263505626,1.7774299756551928,0.05765588458256603,26,14,0.27,-0.431798275933005,0.01114193829348454,-1.9530392510886896
ID4532911529419900808,CHAMBERLAIN,1990,0,High,0.9677923091938316,1383.38304467476,3.140942448479198,960.57,0.6943629992413523,926.19,0.6695108802766567,120.07125,939.656050782348,239.715,941.3309160878542,2.972968914682245,2.973742322435896,NA,NA,8,4,530.64,2.7248818201046725,0.00184276876131152,-2.7345291585340856
ID4513211518519900808,WILDHORSE CREEK,1990,0,Low,0.8495697754920384,910.361015688244,2.9592136516938106,522.09,0.5734977563876609,462.6,0.5081500547892737,43.5075,404.6208395104292,74.35285714285715,405.8785699463946,2.6070482468265648,2.608396121532306,NA,NA,12,7,221.85,2.3462551493613852,0.00230619926997863,-2.6371031696722205
CA3979312286719900809,LINN/RECER/ELKHORN,1990,0,Low,0.8392510042762732,1389.2896783244878,3.1427928091509916,305.1,0.21960862789102195,200.79,0.1445270940486342,13.265217391304349,106.58569911504424,27.22909090909091,108.56044471153848,2.027698938160878,2.0356716137173736,1.0977598263346702,0.06001066686296189,23,11,20.61,1.3161800988934529,0.00560063364788874,-2.251762834741359
